sampling_event_identifier,nSp,totSoiSeen
S50537937,5,5
S50852756,9,9
S56927097,15,15
S50489292,7,7
S50583500,5,5
S50631097,10,10
S50835340,7,7
S50790259,15,15
S50610056,5,5
S50569678,7,7
S50489797,7,7
S50574592,6,6
S50632364,7,7
S50388124,6,6
S51199930,14,14
S50609210,3,3
S50607747,4,4
S51122215,14,14
S50607746,4,4
S50607748,4,4
S50855650,7,7
S50587736,4,4
S50537970,3,3
S56927186,3,3
S50607749,4,4
S50607745,4,4
S50535536,9,9
S50583499,3,3
S51121012,2,2
S51111434,2,2
S50538210,15,15
S50535517,15,15
S50855941,3,3
S50439360,3,3
S50862275,8,8
S50836020,5,5
S50559455,2,2
S50831386,2,2
S50462004,3,3
S50584039,3,3
S50811804,5,5
S50673250,2,2
S50436758,3,3
S50486098,5,5
S50884475,9,9
S50609232,7,7
S50540346,2,2
S50609228,4,4
S50537124,4,4
S50583502,4,4
S56927115,4,4
S50628117,5,5
S50489725,4,4
S50854726,1,1
S50489220,4,4
S51110486,6,6
S51121015,6,6
S50489722,4,4
S50788851,9,9
S50489818,4,4
S50483943,5,5
S50766774,5,5
S50406427,4,4
S50534694,3,3
S50852089,3,3
S50852090,3,3
S50463230,4,4
S50852174,4,4
S50489809,5,5
S50489393,5,5
S50489751,5,5
S50830586,1,1
S52451175,3,3
S50890453,1,1
S50489769,1,1
S50489768,1,1
S50489467,1,1
S50489802,1,1
S51021046,36,36
S51041443,36,36
S50506648,8,8
S50361939,20,20
S50715912,38,38
S51041494,12,12
S50716020,35,35
S50834591,23,23
S50834585,38,38
S50709528,35,35
S50704386,38,38
S50361947,6,6
S51041493,12,12
S50715995,22,22
S50834594,35,35
S50710118,23,23
S50362313,5,5
S83989341,19,19
S50587102,14,14
S53658753,19,19
S50438376,8,8
S50462296,14,14
S50746089,13,13
S51113528,6,6
S50570370,5,5
S50638741,16,16
S50920117,15,15
S50647676,13,13
S50507595,6,6
S50483722,15,15
S50333286,3,3
S50507221,7,7
S50609555,9,9
S50536091,15,15
S51109916,13,13
S50707536,15,15
S51109910,13,13
S50834586,35,35
S50704491,35,35
S50715947,35,35
S50834588,17,17
S50715966,17,17
S50706500,17,17
S52388154,8,8
S50607177,4,4
S51041275,8,8
S50648327,6,6
S50562183,6,6
S50610818,9,9
S50537035,11,11
S50333997,15,15
S50334641,11,11
S50715629,16,16
S50834596,15,15
S50709750,15,15
S50769445,13,13
S50334113,7,7
S50508156,4,4
S50487247,4,4
S51041587,5,5
S50333394,4,4
S51074115,3,3
S50412741,4,4
S50560471,1,1
S51012604,1,1
S50486264,2,2
S50360741,18,18
S51107406,23,23
S50464465,4,4
S51208454,23,23
S50386395,20,20
S51937518,30,30
S50360743,18,18
S62627455,13,13
S51293019,23,23
S50360742,18,18
S50386371,25,25
S50588321,27,27
S50360744,18,18
S54407941,30,30
S51073438,14,14
S51214743,23,23
S50557233,33,32
S52357871,28,28
S51214877,37,37
S51110156,28,28
S50588327,20,20
S50656060,20,20
S50610123,6,6
S51110247,30,30
S50834329,11,11
S50533517,11,11
S50357540,25,25
S50610124,16,16
S51129457,15,15
S50591642,17,17
S51010188,8,8
S50610109,17,17
S50610110,15,15
S50610111,19,19
S51327887,9,9
S51293020,13,13
S50508979,16,16
S50542250,15,15
S50610119,15,15
S50792294,13,13
S51208449,13,13
S51012756,35,35
S51241658,33,33
S50587119,17,17
S50565080,19,19
S51107884,22,22
S51215545,24,24
S50542292,11,11
S50671554,15,15
S51383668,30,30
S50656043,20,20
S50542288,16,16
S50989752,16,16
S51017588,17,17
S50357543,25,25
S50542707,15,15
S51067746,6,6
S50565079,15,15
S50671555,19,19
S50508984,6,6
S51204583,23,23
S50587733,17,17
S50564089,19,19
S50357539,25,25
S51017685,17,17
S51068583,21,21
S50533531,16,16
S51012266,17,17
S51071864,10,10
S50564078,15,15
S51073255,39,39
S51214747,13,13
S51129461,22,22
S50357541,25,25
S52958026,19,19
S50610125,11,11
S50507213,11,11
S51041432,15,15
S50542287,6,6
S51069836,7,7
S50542398,15,15
S51107019,13,13
S50533542,6,6
S50358214,1,1
S50854657,2,2
S50357396,11,11
S50356408,15,15
S50358215,1,1
S50356411,15,15
S50356409,15,15
S50357398,11,11
S50358213,1,1
S50357395,11,11
S50594027,22,22
S50357399,11,11
S50358216,1,1
S50356410,15,15
S50469731,22,22
S50564082,19,19
S50357646,13,13
S50357644,14,14
S51246491,23,23
S63183201,12,12
S51293005,28,28
S50610112,19,19
S72152456,12,12
S51214725,23,23
S51015528,6,6
S50564137,19,19
S50510049,20,20
S50357504,18,18
S50565083,19,19
S51293007,23,23
S50357501,18,18
S51071666,28,28
S50357645,13,13
S51071648,23,23
S50357505,18,18
S51208574,28,28
S51214723,28,28
S50357647,13,13
S50357502,18,18
S51076853,5,5
S51954922,12,12
S50464328,25,25
S50958725,7,7
S74325472,16,16
S51079608,3,3
S50542269,9,9
S50991295,5,5
S50542259,15,15
S50355920,11,11
S50991035,9,9
S74325478,8,8
S50542693,5,5
S50610116,5,5
S50542696,9,9
S51017690,9,9
S50824143,1,1
S50991043,5,5
S51289367,8,8
S51017692,9,9
S50542403,15,15
S50944585,16,16
S51013277,5,5
S51326238,7,7
S50610118,15,15
S50937744,6,6
S50542703,15,15
S50944255,8,8
S50542278,5,5
S50542424,5,5
S50542410,9,9
S50824214,4,4
S50824086,1,1
S50913537,11,11
S50610117,9,9
S51430695,5,5
S51071713,14,14
S53963860,15,15
S51458888,15,15
S51293001,14,14
S51208591,14,14
S50509878,15,15
S51460140,15,15
S51214713,14,14
S50594400,20,20
S50354720,7,7
S50354721,7,7
S50354719,7,7
S51236354,14,14
S51243798,14,14
S50354718,7,7
S50594424,20,20
S51214726,12,12
S51293002,13,13
S50533554,7,7
S50542280,7,7
S51071849,13,13
S51293011,12,12
S50360758,13,13
S51293014,4,4
S50359354,7,7
S51072263,4,4
S51208548,12,12
S51214737,4,4
S50914202,6,6
S50508976,7,7
S50610121,7,7
S50360755,13,13
S51214714,13,13
S50359353,7,7
S50510062,12,12
S50359352,7,7
S51208581,13,13
S50360756,13,13
S51071300,12,12
S51204544,9,9
S51208488,4,4
S50670909,6,6
S50360757,13,13
S50359355,7,7
S50386323,9,9
S50836046,5,5
S51113494,5,5
S51215836,5,5
S51129480,5,5
S50354606,4,4
S51108267,13,13
S50354608,4,4
S51293025,6,6
S51214758,7,7
S50354605,4,4
S51208393,6,6
S51107134,6,6
S50354607,4,4
S51109733,4,4
S50610126,6,6
S51326362,4,4
S51421004,8,8
S50542296,6,6
S50506819,3,3
S50505649,6,6
S50533500,6,6
S51326107,8,8
S50610122,5,5
S51108789,11,11
S51108785,11,11
S50533546,5,5
S51041563,12,12
S50542286,5,5
S50989937,5,5
S51073960,6,6
S50508987,5,5
S51108794,5,5
S50588329,7,7
S51113192,6,6
S51326286,5,5
S50980572,6,6
S51015691,8,8
S51042195,4,4
S50835958,6,6
S51071285,5,5
S51071284,5,5
S51085222,5,5
S51155527,5,5
S51293024,1,1
S51208416,1,1
S51214755,1,1
S51107054,1,1
S51289576,3,3
S51041565,4,4
S50854655,2,2
S50468898,2,2
S51214749,1,1
S51293022,1,1
S51107047,1,1
S51208426,1,1
S51068705,1,1
S50606671,13,13
S83989340,1,1
S53660167,1,1
S50700586,22,22
S50964446,20,20
S50937722,12,12
S51043996,17,17
S50958592,7,7
S50834254,1,1
S50887936,10,10
S50887935,10,10
S51253562,10,10
S50888015,1,1
S51285142,20,20
S51143175,20,20
S51919984,16,16
S51285146,28,28
S51724798,35,35
S51890591,25,25
S51673486,31,31
S60670366,15,15
S58210980,27,27
S57933937,27,27
S51515208,25,25
S51204023,28,28
S51515173,26,26
S58429845,27,27
S58211787,27,27
S51673517,31,31
S55899291,5,5
S52193098,20,20
S51952866,16,16
S51694519,29,29
S51694514,29,29
S52257057,16,16
S51378895,16,16
S51950164,20,20
S51957668,19,19
S52229806,16,16
S51949782,25,25
S52193099,25,25
S51609454,14,14
S51297507,24,24
S51700297,23,23
S51700271,23,23
S51254607,9,9
S51620281,16,16
S51379451,16,16
S79627769,14,14
S51300078,24,24
S51327572,11,11
S52229793,16,16
S64849905,11,11
S52193108,26,25
S51949092,26,25
S52285581,2,2
S51756215,13,13
S51380389,5,5
S52257043,5,5
S52193102,19,19
S51949566,19,19
S52229745,5,5
S75136578,6,6
S51147426,7,7
S51924719,7,7
S53463474,6,6
S51609330,5,5
S51725662,7,7
S51725665,7,7
S79627781,5,5
S51853343,10,10
S52084959,1,1
S51610090,7,7
S79627780,7,7
S65177691,8,8
S52124194,5,5
S52124348,5,5
S52124176,5,5
S52124214,5,5
S51854371,4,4
S51328792,6,6
S51328397,6,6
S51916063,1,1
S51284436,1,1
S51920776,1,1
S51925073,2,2
S51217141,1,1
S51217143,1,1
S51217142,1,1
S51516242,1,1
S51325282,32,32
S70467804,19,19
S79627775,19,19
S67122519,19,19
S51254540,18,18
S51469504,66,65
S56923567,44,44
S51619443,27,27
S51694990,49,49
S51514874,18,18
S51732548,37,37
S57421428,13,13
S51325200,32,32
S52461370,27,27
S51694765,34,34
S51609263,19,19
S51603354,13,13
S51200041,11,11
S52363799,43,43
S79627791,13,13
S52133180,43,43
S51487915,5,5
S53305031,42,42
S52460211,66,65
S52085650,43,43
S52023249,53,52
S51286512,25,25
S51286096,25,25
S52042976,43,43
S54065178,12,12
S52194734,24,24
S51732629,51,51
S52047598,3,3
S72427894,20,20
S51609254,26,26
S52134560,9,9
S51601279,16,16
S52022299,39,39
S79627801,16,16
S52482616,20,20
S51439820,36,36
S51603467,9,9
S79627786,26,26
S67121666,5,5
S56920623,51,51
S79627788,9,9
S51457745,22,22
S51694707,24,24
S51758228,9,9
S52467973,20,20
S52098418,22,22
S51247294,15,15
S51953086,11,11
S51494776,4,4
S52215718,18,18
S54033955,11,11
S51659329,10,10
S51327283,4,4
S51518806,21,21
S51633605,42,42
S51953088,11,11
S51724132,7,7
S51734742,15,15
S51734249,9,9
S51416848,49,49
S51247216,15,15
S52223597,20,19
S51854213,15,15
S52191935,21,21
S51953087,11,11
S52191936,21,21
S51852070,24,24
S51923332,4,4
S51885678,8,8
S51923460,4,4
S51923315,8,8
S54201446,4,4
S51923446,8,8
S54033911,8,8
S51767607,13,13
S51855386,4,4
S52042007,17,17
S51721499,13,13
S52193093,17,17
S52097949,7,7
S52363795,33,33
S52025622,33,33
S52183417,18,18
S56920721,13,13
S52028032,32,32
S52053870,32,32
S52042441,32,32
S52133847,4,4
S52028497,27,27
S52424847,27,27
S51923470,4,4
S51735087,10,10
S51758883,4,4
S51732878,11,11
S51953122,5,5
S54134660,5,5
S51923353,4,4
S53800639,4,4
S54201441,3,3
S51855244,4,4
S51953114,6,6
S51923439,3,3
S51732819,12,12
S79627795,1,1
S51953113,6,6
S51953115,6,6
S51664876,12,12
S51953121,5,5
S51602492,1,1
S52047605,10,10
S51734452,15,15
S51953120,5,5
S92273743,12,12
S52042446,27,27
S52053855,27,27
S51923311,3,3
S51730572,12,12
S52363797,27,27
S54134672,6,6
S67129356,6,6
S51885724,3,3
S58389215,3,3
S52131944,5,5
S51421515,12,12
S51494903,12,12
S51298241,12,12
S51923314,3,3
S51373486,25,25
S51634171,11,11
S51923461,2,2
S54201342,3,3
S51459810,24,24
S54201383,2,2
S51923445,3,3
S51885697,3,3
S51143850,6,6
S60669800,5,5
S51242657,3,3
S51923334,2,2
S51855372,2,2
S57417691,18,18
S51456162,11,11
S51695191,6,6
S51923349,10,10
S53800675,5,5
S51885650,6,6
S51923328,4,4
S51855496,5,5
S51885745,3,3
S54033945,10,10
S51923463,4,4
S53800635,6,6
S51855249,6,6
S51923459,4,4
S51923442,5,5
S51923313,5,5
S51923468,10,10
S51923339,4,4
S51923306,11,11
S51923469,6,6
S51923351,6,6
S51923436,11,11
S52029898,24,24
S51888362,5,5
S51885704,5,5
S51855313,11,11
S67121433,7,7
S51694321,7,7
S51923327,5,5
S54201378,5,5
S51923454,5,5
S53517571,5,5
S51923322,5,5
S51855286,10,10
S51923449,6,6
S51923458,5,5
S67120963,6,6
S51855341,4,4
S51855425,5,5
S51923308,3,3
S54033947,6,6
S53800667,3,3
S51855409,4,4
S54201470,4,4
S51855435,5,5
S52087506,24,24
S53800640,5,5
S51855239,5,5
S54201344,4,4
S51923457,5,5
S51923317,6,6
S52053873,24,24
S51923471,5,5
S51730586,7,7
S52029692,24,24
S51923355,5,5
S54033916,11,11
S52042431,24,24
S51923437,3,3
S52323570,5,5
S79627793,11,11
S51603089,11,11
S51923467,9,9
S51885616,5,5
S51953131,8,8
S51923345,9,9
S51855298,9,9
S51923451,5,5
S52321900,5,5
S51888344,5,5
S51320054,7,7
S54135402,9,9
S53459825,6,6
S51956837,6,6
S51956839,6,6
S51956838,6,6
S80203821,2,2
S51724453,6,6
S51735491,7,7
S52622970,3,3
S51953019,3,3
S51953020,3,3
S51953018,3,3
S51454276,6,6
S76887981,15,15
S81299093,6,6
S51418291,6,6
S52047624,4,4
S52222523,14,14
S51855876,7,7
S75594929,1,1
S51956878,2,2
S51953076,8,8
S51953077,8,8
S51956879,2,2
S51601899,9,9
S54201118,8,8
S51953078,8,8
S79627794,9,9
S53459751,2,2
S51956880,2,2
S51917361,2,2
S51663833,11,11
S51730566,11,11
S51953098,5,5
S51956793,7,7
S51953146,5,5
S51953132,7,7
S51421509,6,6
S54201347,3,3
S51855338,3,3
S53800550,7,7
S51956844,11,11
S51953145,5,5
S51956833,7,7
S51956908,7,7
S53878958,7,7
S51956843,11,11
S51953130,7,7
S51885626,4,4
S51885708,2,2
S51953140,6,6
S51953147,5,5
S53459814,6,6
S66705760,3,3
S51494798,6,6
S51956827,6,6
S53800548,6,6
S51923321,5,5
S51923318,4,4
S51885669,10,10
S51956794,7,7
S51956864,6,6
S51923450,4,4
S51956828,6,6
S51953097,5,5
S51956859,6,6
S51956865,6,6
S54135368,10,10
S53878957,5,5
S51953141,6,6
S51953129,6,6
S51956866,6,6
S51923464,3,3
S54033953,5,5
S51953099,5,5
S53800630,4,4
S51956857,6,6
S51923316,10,10
S51956835,7,7
S51956834,7,7
S51953127,6,6
S51923441,2,2
S51858496,5,5
S53800671,5,5
S51923447,10,10
S53459818,11,11
S51923342,3,3
S51956795,7,7
S51956845,11,11
S54201445,2,2
S53459817,6,6
S51956826,6,6
S51953139,6,6
S51369948,6,6
S51923312,2,2
S51956858,6,6
S51923453,5,5
S51953128,6,6
S54033865,6,6
S54033862,7,7
S51923455,5,5
S51421519,5,5
S51956802,6,6
S53800669,5,5
S51297489,5,5
S53878959,6,6
S51953043,6,6
S51953044,6,6
S51953042,6,6
S51494872,5,5
S54201123,6,6
S51956803,6,6
S51923323,5,5
S51956801,6,6
S51855481,5,5
S51956909,6,6
S51956898,9,9
S51956899,9,9
S51956910,6,6
S52322038,6,6
S51956897,9,9
S52322063,9,9
S51890423,4,4
S51923408,4,4
S51923407,4,4
S51924344,4,4
S52160054,4,4
S51890442,2,2
S51956902,8,8
S51956900,8,8
S51956901,8,8
S51923394,7,6
S52160057,7,6
S51811807,7,6
S52160059,2,2
S52322050,8,8
S51923385,2,2
S51923396,7,6
S51924332,2,2
S51924333,7,6
S51923384,2,2
S51724538,4,4
S51953058,4,4
S51953035,6,6
S51923456,4,4
S52047564,3,3
S51953037,6,6
S51601550,7,7
S54201448,4,4
S51953056,4,4
S54201116,6,6
S79627799,7,7
S51953057,4,4
S51923325,4,4
S51953036,6,6
S54201119,4,4
S51855475,4,4
S53730577,5,5
S52160055,5,5
S51924342,5,5
S51923406,5,5
S51890435,5,5
S51923405,5,5
S53800546,6,6
S51956823,6,6
S51956825,6,6
S51956824,6,6
S51956895,6,6
S53878961,3,3
S51956893,6,6
S51956808,3,3
S51923336,3,3
S51956809,3,3
S52932248,6,6
S51956894,6,6
S51956810,3,3
S51923462,3,3
S54201388,3,3
S51855366,3,3
S51953106,3,3
S51956872,4,4
S51956874,4,4
S51956873,4,4
S52160757,4,4
S52322024,4,4
S51956886,6,6
S53459757,4,4
S51953007,4,4
S52160758,4,4
S51956888,6,6
S51956889,6,6
S53183494,6,6
S51953107,3,3
S51953105,3,3
S54201381,3,3
S51858607,3,3
S51421520,1,1
S51494855,1,1
S51205692,3,3
S51326361,3,3
S51494830,3,3
S51923452,3,3
S51369622,1,1
S51923320,3,3
S52047603,1,1
S51855322,2,2
S51956820,2,2
S51956819,2,2
S51956818,2,2
S51923344,2,2
S54201349,2,2
S51923466,2,2
S53800541,2,2
S52047591,1,1
S52047578,1,1
S51956877,2,2
S53459753,2,2
S51956876,2,2
S75720807,1,1
S51956875,2,2
S52084659,1,1
S75722108,1,1
S75724668,1,1
S51760581,35,35
S51620768,27,27
S51515148,8,8
S51217696,31,31
S51619184,44,44
S51515151,12,12
S51453642,35,35
S51494108,12,12
S51246079,26,26
S51692922,31,31
S51218207,26,26
S51141253,36,36
S51246056,34,34
S51493911,8,8
S51727642,28,28
S51861727,24,24
S51285311,25,25
S51486557,18,18
S51760569,35,35
S52469206,24,24
S51373478,24,24
S52092386,21,21
S51759481,11,11
S51749947,11,11
S51494046,9,9
S51515150,10,10
S51515149,9,9
S52092195,14,14
S51494067,11,11
S51660914,23,23
S51751856,43,43
S51458210,28,28
S51545561,28,28
S51199188,27,27
S51241299,26,26
S51547379,15,15
S51759475,15,15
S51545579,28,28
S51749689,15,15
S52199609,22,22
S51752142,26,26
S51322535,28,28
S52122418,35,35
S52174807,33,33
S52138621,32,32
S52124485,35,35
S52124125,15,15
S51515145,11,11
S51422393,12,12
S51485650,11,11
S51218538,15,15
S51492689,9,9
S51696381,6,6
S52092223,22,22
S51579227,11,11
S51246099,16,16
S51516978,11,11
S51373841,12,12
S51515152,7,7
S52092364,6,6
S51494164,7,7
S52199877,13,13
S52138188,14,14
S52092477,3,3
S52359411,2,2
S52013344,9,9
S52222631,2,2
S51671743,4,4
S52364992,2,2
S58756686,7,7
S51851722,44,44
S51204112,7,7
S51660821,7,7
S58756687,14,14
S51464633,7,7
S52084203,37,37
S51998629,7,7
S51998564,14,14
S52363775,20,20
S58756685,20,20
S51996142,28,28
S51289360,15,15
S51660819,15,15
S51204240,15,15
S51754365,14,14
S51242859,13,13
S51242864,8,8
S51242863,8,8
S51754364,14,14
S51242860,13,13
S51242858,13,13
S51242862,8,8
S51213571,7,7
S52823837,26,26
S51373465,22,22
S53015851,7,7
S51242519,8,8
S51327334,22,22
S51362015,7,7
S52197333,13,13
S51242518,8,8
S52452556,7,7
S52452555,7,7
S52452575,7,7
S52919455,7,7
S51848604,8,8
S51242517,8,8
S51323558,14,14
S51146653,17,17
S51242515,13,13
S51146650,17,17
S51242513,13,13
S52046381,7,7
S51323559,14,14
S51146651,17,17
S52197322,16,16
S51242514,13,13
S51146652,17,17
S51953865,12,12
S52124346,19,19
S51212733,6,6
S52123973,19,19
S52124212,19,19
S52123979,19,19
S57081229,9,9
S51323552,8,8
S51464578,16,16
S51323551,8,8
S52755569,16,16
S53015489,9,9
S51146868,5,5
S51197249,10,10
S51146867,5,5
S51146866,5,5
S51212813,4,4
S51146865,5,5
S51204306,7,7
S51660820,6,6
S51204117,6,6
S51289359,6,6
S52223265,8,8
S51362869,6,6
S52223264,8,8
S52123997,6,6
S52123996,6,6
S52124191,6,6
S52124344,6,6
S52755568,11,11
S51458685,11,11
S51211597,8,8
S51198047,5,5
S51693816,7,7
S51954325,9,9
S58756689,5,5
S51998525,5,5
S51196289,6,6
S51340520,33,33
S52201676,20,20
S51521415,19,19
S51954416,52,52
S52326908,31,31
S51658551,30,30
S51729695,31,31
S51754823,20,20
S51835216,30,30
S51362790,30,30
S51835217,30,30
S51759099,22,22
S51728696,52,52
S51954380,45,45
S52421452,22,22
S52200493,20,20
S52222394,33,33
S51791988,23,23
S51420434,43,43
S51421417,8,8
S51323613,45,45
S51324500,28,28
S51426865,30,30
S52826128,14,14
S51373922,30,30
S61172232,52,52
S52170482,16,16
S51727212,52,52
S52358200,22,22
S51727697,31,31
S51546889,9,9
S51247185,21,21
S51202390,50,50
S51727694,29,29
S51371972,31,31
S51780974,52,52
S51759779,22,22
S52200492,20,20
S51511972,22,22
S51727360,32,32
S51456322,51,51
S51756909,29,29
S52644949,44,44
S58831462,30,30
S51729063,52,52
S52811002,25,25
S52713554,25,25
S51852708,19,19
S51619396,32,32
S51887578,19,19
S52357617,25,25
S51568125,13,13
S51627923,32,32
S51575952,4,4
S51848165,25,25
S51566440,26,26
S51984449,11,11
S51564273,16,16
S51566434,26,26
S52076190,32,32
S51852819,25,25
S51695042,25,25
S51565692,7,7
S51575975,3,3
S51852710,19,19
S51852709,19,19
S51546824,3,3
S51760694,4,4
S51900091,19,19
S51562498,24,24
S75594141,3,3
S52824154,15,15
S51566186,17,17
S51888001,32,32
S51547076,24,24
S51574522,47,47
S51762754,13,13
S52229253,12,12
S52464149,39,39
S51900292,24,24
S51852715,11,11
S51662315,36,36
S51957307,16,16
S52125189,37,37
S51960098,16,16
S51567536,6,6
S52193961,42,42
S52202710,7,7
S51422145,29,29
S51849837,50,50
S52823822,11,11
S52229247,16,16
S51454374,19,19
S51621102,34,34
S51852730,24,24
S51852729,24,24
S51454375,19,19
S52053040,12,12
S52076186,21,21
S51566174,17,17
S51852731,24,24
S52125596,32,32
S51545660,24,24
S51457454,29,29
S51289410,10,10
S51760467,34,34
S51621737,21,21
S51784896,34,34
S51454933,12,12
S51752589,47,47
S51652885,51,51
S51624840,35,34
S52170428,5,5
S51561815,8,8
S52202718,7,7
S52089596,16,16
S51627943,21,21
S51690450,51,51
S51887576,24,24
S52829660,10,10
S52827589,7,7
S51454934,12,12
S52464178,26,26
S51325361,23,23
S51567389,12,12
S51148902,21,21
S51512803,43,43
S51561979,11,11
S52229244,8,8
S51620331,13,13
S51575935,13,13
S52076188,13,13
S51575932,7,7
S52129258,18,18
S51627931,13,13
S52052653,9,9
S52052638,16,16
S51786953,13,13
S51900047,13,13
S51734451,19,19
S51653121,29,29
S52051429,18,18
S51781807,9,9
S51786952,13,13
S51792721,13,13
S51759472,19,19
S56797636,26,25
S51240847,24,24
S52226574,16,16
S52051428,18,18
S51200810,22,22
S52055479,18,18
S52051625,26,25
S51511807,19,19
S56755962,26,25
S51814742,31,31
S51573556,12,12
S51787064,13,13
S51887581,13,13
S51852722,13,13
S51562288,15,15
S51887577,13,13
S51386368,17,17
S51900260,13,13
S51851126,3,3
S51858805,3,3
S51852721,13,13
S51852724,13,13
S52810160,9,9
S52810634,10,10
S52811729,9,9
S52807608,8,8
S52810411,5,5
S52812404,11,11
S52812063,8,8
S52812518,11,11
S52807021,3,3
S51563558,22,22
S52808138,7,7
S52223139,11,11
S52223188,20,20
S51562745,16,16
S51547926,21,21
S51539980,9,9
S51547927,21,21
S52202490,12,12
S51563796,13,13
S52202507,12,12
S51563251,15,15
S51835389,3,3
S51835274,3,3
S52165406,8,8
S51423614,8,8
S51916938,4,4
S51663153,8,8
S51201143,21,21
S51566983,10,10
S51565572,18,18
S51858020,13,13
S51852744,12,12
S51778428,13,13
S52015909,4,4
S52076195,10,10
S51539987,2,2
S52822247,8,8
S51853204,11,11
S51422433,10,10
S51289251,5,5
S52829282,11,11
S51457076,3,3
S51565982,7,7
S51513439,8,8
S51546405,13,13
S51289265,8,8
S51783099,8,8
S51422434,10,10
S51900324,12,12
S52828678,8,8
S51567627,11,11
S51422235,10,10
S52829257,12,12
S51627880,10,10
S51852743,12,12
S51422234,10,10
S51778427,13,13
S52821078,6,6
S51289252,5,5
S51566838,6,6
S52200422,4,4
S51762765,5,5
S51245239,10,10
S51918669,12,12
S51422233,10,10
S51245238,10,10
S52827849,13,13
S52806927,3,3
S51918668,12,12
S51454939,9,9
S52829269,7,7
S51756253,8,8
S51723347,14,14
S51513442,8,8
S52810293,6,6
S51858021,13,13
S51723346,14,14
S51513443,8,8
S51512453,13,13
S51777979,9,9
S52807359,7,7
S52201678,4,4
S51289266,8,8
S51887568,12,12
S51513440,8,8
S51785307,5,5
S52052701,6,6
S51962962,5,5
S51852742,12,12
S51563005,20,20
S51422432,10,10
S52808730,8,8
S51565996,7,7
S52810547,7,7
S51892330,12,12
S52200421,4,4
S51892068,7,7
S51847125,11,11
S51579810,10,10
S51785308,5,5
S51688968,11,11
S51958681,5,5
S51422232,10,10
S51454938,9,9
S52807871,6,6
S52357626,3,3
S52810997,5,5
S52811000,3,3
S52808065,5,5
S52163757,5,5
S52163758,5,5
S51567883,8,8
S52258728,5,5
S51852854,3,3
S52807926,6,6
S52812669,11,11
S52713555,3,3
S52358291,3,3
S52828145,12,12
S51960087,1,1
S51548236,3,3
S51857985,3,3
S51568152,3,3
S52807315,4,4
S52225219,2,2
S52829087,8,8
S51689503,9,9
S51957919,1,1
S52828386,4,4
S52829277,9,9
S51857984,3,3
S52823269,6,6
S52827294,15,15
S51858016,7,7
S51858015,7,7
S51567138,8,8
S52220464,12,12
S52505948,4,4
S52223220,9,9
S51371679,7,7
S51662974,8,8
S52163719,6,6
S51539991,5,5
S51916677,4,4
S51916827,11,11
S52163720,6,6
S52202810,1,1
S52202806,1,1
S51564038,8,8
S51564011,8,8
S52829531,9,9
S51567775,6,6
S51847072,9,9
S51853203,9,9
S51858000,9,9
S51847158,9,9
S51858002,9,9
S51857999,9,9
S52825225,9,9
S53735825,7,7
S51857998,9,9
S52821493,5,5
S52807983,5,5
S51563695,9,9
S51365113,7,7
S51365112,7,7
S52806942,3,3
S52807048,6,6
S52808099,4,4
S52824848,3,3
S51858742,1,1
S51780518,5,5
S51853119,1,1
S51987802,9,9
S52821254,7,7
S51985966,9,9
S52808022,4,4
S51891935,5,5
S52829292,5,5
S52808177,3,3
S52807577,3,3
S52088507,1,1
S51956987,4,4
S52806991,3,3
S52829261,1,1
S51892209,1,1
S51589047,15,15
S51420935,15,15
S51730123,22,22
S51455527,12,12
S51852808,23,23
S51988411,25,25
S51727741,15,15
S51988039,6,6
S51730445,11,11
S71011535,1,1
S51156832,10,10
S52088933,10,10
S51577750,16,16
S51755598,11,11
S51737279,2,2
S51726278,2,2
S51702708,2,2
S51847829,6,6
S51783823,11,11
S51547102,14,14
S71011502,1,1
S51733159,1,1
S51695431,41,41
S51616549,27,27
S51755610,4,4
S51460549,41,41
S51627909,27,27
S51425023,42,42
S52076192,27,27
S51923737,12,12
S61172229,12,12
S51984436,32,32
S51815162,17,17
S51728807,17,17
S51547812,15,15
S51672748,18,18
S52087753,16,16
S52160815,11,11
S52083459,15,15
S51575747,15,15
S52019715,19,19
S51413002,13,13
S52090321,19,19
S61172226,19,19
S51547967,6,6
S51142249,10,10
S51785182,23,22
S51694457,13,13
S51888568,10,10
S51657584,13,13
S61172230,19,19
S51693368,6,6
S51657595,7,7
S51693483,13,13
S51694310,7,7
S51493083,8,8
S51589045,10,10
S51725909,9,9
S51695718,13,13
S51888884,10,10
S51925396,19,19
S51514683,10,10
S51811234,10,10
S51711262,7,7
S52161299,7,7
S51785210,13,12
S51698424,9,9
S51728244,10,10
S52817694,7,7
S51737187,3,3
S51737185,6,6
S51708343,6,6
S51623376,5,5
S51726222,6,6
S51726224,3,3
S52012972,6,6
S51662875,6,6
S51708334,3,3
S51657630,10,10
S51756781,10,10
S52082855,10,10
S51755716,13,13
S51996912,7,7
S51419044,4,4
S51816244,6,6
S51757700,1,1
S51515718,4,4
S51708397,3,3
S51621340,10,10
S51737182,3,3
S51726219,3,3
S51147738,6,6
S51693355,5,5
S51711150,2,2
S51322529,6,6
S51991389,3,3
S51895966,10,10
S51288864,7,7
S51730960,1,1
S51702307,2,2
S51955501,1,1
S51991352,3,3
S51955489,2,2
S51726289,2,2
S51737287,2,2
S51737463,4,4
S51659762,4,4
S51671786,4,4
S51702250,3,3
S51737289,3,3
S51726297,3,3
