sampling_event_identifier,nSp,totSoiSeen
S58335496,2,2
S58335556,1,1
S58483471,2,2
S58432841,1,1
S58368345,2,2
S58489999,1,1
S58335119,2,2
S58489959,2,2
S58337192,3,3
S58336053,3,3
S58369696,2,2
S58395105,2,2
S58389926,2,2
S58336582,1,1
S58336115,1,1
S58318717,2,2
S58368332,2,2
S58410068,2,2
S58516723,2,2
S58335819,3,3
S58344296,2,2
S58368278,3,3
S58432837,3,3
S58323814,3,3
S58336030,3,3
S58389928,2,2
S58332195,2,2
S58335543,1,1
S58336116,1,1
S58337195,5,5
S58368317,2,2
S71040630,1,1
S58387062,2,2
S58337621,5,5
S58336024,2,2
S58432989,5,5
S58337466,2,2
S58368285,2,2
S58336037,2,2
S58489960,2,2
S58335604,2,2
S58336972,2,2
S58336058,2,2
S58584886,5,5
S58387074,2,2
S58387061,2,2
S58362284,3,3
S58390790,2,2
S58337924,3,3
S58389958,2,2
S58336021,2,2
S58337068,2,2
S58387083,2,2
S58432826,2,2
S58387060,1,1
S58265507,5,5
S58392394,1,1
S71040631,2,2
S58338330,4,4
S58584887,3,3
S58483426,1,1
S58392387,1,1
S58336579,2,2
S58332307,3,3
S58343950,3,3
S58335820,2,2
S58387095,1,1
S58407380,2,2
S58343527,2,2
S58487160,2,2
S58335449,2,2
S58389917,1,1
S58336254,1,1
S58389979,1,1
S58368202,1,1
S58389951,2,2
S58336294,1,1
S58336975,4,4
S58337218,3,3
S58337620,3,3
S58487874,3,3
S58337205,3,3
S58584885,3,3
S58337067,4,4
S58432825,4,4
S58242917,1,1
S58219253,1,1
S58337612,2,2
S58584882,2,2
S58489818,2,2
S58362275,2,2
S58337241,2,2
S58363187,1,1
S58389950,1,1
S58783349,1,1
S58332281,1,1
S58336284,1,1
S58387078,1,1
S58410066,1,1
S58389910,1,1
S58336584,1,1
S58489963,1,1
S58490088,1,1
S58368188,1,1
S58407372,1,1
S58336026,1,1
S58387058,1,1
S58335346,1,1
S58319133,1,1
S58369688,1,1
S58390793,1,1
S58368323,1,1
S58336986,1,1
S58490034,1,1
S58337065,1,1
S58432815,1,1
S58407359,1,1
S58363151,1,1
S58369697,1,1
S58318697,1,1
S58390796,1,1
S58410071,1,1
S57993987,13,13
S58263901,5,5
S58337017,5,5
S57990949,23,23
S58190711,14,13
S58565652,9,9
S58507806,20,20
S58573360,9,9
S58136734,19,19
S58136615,19,19
S58536211,19,19
S58457868,4,4
S58507665,4,4
S58485648,12,12
S58485645,12,12
S58485647,12,12
S58485646,12,12
S59894758,12,12
S58188771,9,9
S57989642,8,8
S58508074,5,5
S58536754,21,21
S58186774,5,5
S58536620,21,21
S58856253,21,21
S58507856,5,5
S58536488,21,21
S58138943,10,10
S58485417,4,4
S58485418,4,4
S61688246,4,4
S58160641,6,6
S58485419,4,4
S58485420,4,4
S59894757,4,4
S58584214,1,1
S58362495,6,6
S58138062,8,8
S58536210,8,8
S58284837,4,4
S58485881,1,1
S58485882,1,1
S58485880,1,1
S58485884,1,1
S59894759,1,1
S57991295,22,22
S58534679,17,17
S57991296,22,22
S58585225,17,17
S58046921,19,19
S58537201,5,5
S58047593,27,27
S66263842,9,9
S58190414,35,35
S58537220,6,6
S58047649,30,30
S57830391,13,13
S58097055,24,24
S58097054,24,24
S58591988,17,17
S64632132,30,30
S58066303,30,30
S58715629,23,23
S58538119,18,18
S58481395,25,25
S59944999,22,22
S57990503,30,30
S58831460,30,30
S58725053,23,23
S58245248,16,16
S57999421,30,30
S58591987,17,17
S58410286,25,25
S58438299,19,19
S58408264,33,33
S58265253,30,30
S58022123,30,30
S59944928,26,26
S57999362,26,26
S58311096,16,16
S58360357,17,17
S57910469,12,12
S58023407,14,14
S58028152,16,16
S60128579,24,24
S58052246,11,11
S80423140,16,16
S57959688,16,16
S58067297,10,10
S58023406,14,14
S59392851,18,18
S58188828,22,22
S58027496,16,16
S57913282,12,12
S57959685,16,16
S60025337,20,20
S78046380,16,16
S58390621,18,18
S58023461,11,11
S58357872,12,12
S58112278,11,11
S58112290,11,11
S59043688,19,19
S58270247,26,26
S64632145,15,15
S58460356,15,15
S58487458,28,28
S58513420,19,19
S58336751,15,15
S58725054,28,28
S58506759,18,18
S58270248,26,26
S58534653,17,17
S58585076,11,11
S58585075,11,11
S66263916,19,19
S58372600,21,21
S58372601,21,21
S58504538,18,18
S58073938,15,15
S58751053,18,18
S58314624,26,26
S58314623,26,26
S58073937,15,15
S59043689,18,18
S58335970,7,7
S58337224,7,7
S58483443,7,7
S58433024,7,7
S58337616,7,7
S66263998,21,21
S58190757,18,18
S58584794,15,15
S58585258,7,7
S58585219,8,8
S57913267,14,14
S57911384,14,14
S58048090,9,9
S57910669,9,9
S58311094,11,11
S58023472,10,10
S58592798,9,9
S58245266,11,11
S58093746,14,14
S58052243,10,10
S57913271,9,9
S58396302,19,19
S58396303,19,19
S58433026,5,5
S58436813,19,19
S73307933,12,12
S58436814,19,19
S58337618,5,5
S58337223,5,5
S58335965,5,5
S57906977,12,12
S58483445,5,5
S58197195,8,8
S58332418,6,6
S57909292,7,7
S57884260,8,8
S58020812,10,10
S58433288,10,10
S57861227,16,16
S58433289,10,10
S58585925,6,6
S58266658,10,10
S58455582,17,17
S58266203,10,10
S58020813,10,10
S57834186,14,14
S57909290,7,7
S57884259,8,8
S58111052,23,23
S58585927,6,6
S58071046,11,11
S58288409,10,10
S58093763,14,14
S58197050,18,18
S57834187,14,14
S57884148,10,10
S57861226,16,16
S58266659,10,10
S57884151,10,10
S57884242,6,6
S58585266,5,5
S58048419,13,13
S58015143,14,14
S58020801,11,11
S58015144,14,14
S58092230,11,11
S58481772,13,13
S57884243,6,6
S58020800,11,11
S58585209,6,6
S58048418,13,13
S58481773,13,13
S58092229,11,11
S58585241,5,5
S58584822,5,5
S58584823,5,5
S58241928,7,7
S58585240,5,5
S58432818,8,8
S58432819,8,8
S58241929,7,7
S58584830,3,3
S58288198,11,11
S58266652,7,7
S58266653,7,7
S58584831,3,3
S57990298,9,9
S58069310,5,5
S58069309,5,5
S58069300,9,9
S58069299,9,9
S58364527,8,8
S58294930,6,6
S58364526,8,8
S58591997,7,7
S58294929,6,6
S58245238,8,8
S58311097,8,8
S58052240,4,4
S58585854,6,6
S58585861,3,3
S58065200,6,6
S58023478,4,4
S58065199,6,6
S58433023,3,3
S58337615,3,3
S58337227,3,3
S58335975,3,3
S58483446,3,3
S58585303,4,4
S58245213,8,8
S58068063,3,3
S58311099,8,8
S58342792,5,5
S58342791,5,5
S58069317,1,1
S58069316,1,1
S58242019,1,1
S59070049,2,2
S58415399,1,1
S58585202,1,1
S58087991,9,9
S58584503,28,28
S58147750,22,22
S58144383,22,22
S58508124,10,10
S58268110,19,19
S58093515,21,21
S58090143,6,6
S58144479,11,11
S58147865,17,17
S58144178,20,20
S58418734,19,19
S58397232,20,20
S58484172,20,20
S58484211,22,22
S57832188,3,3
S58273316,25,25
S58273221,18,18
S58015339,12,12
S62612898,6,6
S57995409,4,4
S57904381,6,6
S58755651,14,14
S58027491,11,11
S57963498,11,11
S57963497,11,11
S58028161,11,11
S58028183,9,9
S58027859,9,9
S58509737,27,27
S58546830,20,20
S58023065,9,9
S58023064,9,9
S58561022,27,27
S58218110,16,16
S58027874,11,11
S58028182,11,11
S58023028,11,11
S58023027,11,11
S58755939,6,6
S80423139,6,6
S78525993,6,6
S58100251,13,13
S58100250,13,13
S58100252,14,14
S58754577,2,2
S58028178,21,21
S58028148,14,14
S58052251,21,21
S57959479,14,14
S57959480,14,14
S58027890,21,21
S58022999,21,21
S58027498,14,14
S58028167,21,21
S58022854,21,21
S58028012,6,6
S58028173,6,6
S58022853,21,21
S58022914,6,6
S58022704,16,16
S58028052,16,16
S58028039,21,21
S58022703,16,16
S58028165,16,16
S58022915,6,6
S58455396,15,15
S58367468,11,11
S58028187,2,2
S58023093,2,2
S58022990,11,11
S58022991,11,11
S58027853,2,2
S58023092,2,2
S58028177,11,11
S58028163,12,12
S58022569,12,12
S58022570,12,12
S58368592,12,12
S58022882,17,17
S58028171,17,17
S58022881,17,17
S58028033,17,17
S58754851,7,7
S57958153,13,13
S58287109,6,6
S58508699,7,7
S58266743,10,10
S58218241,1,1
S58509194,5,5
S57906607,7,7
S58453801,10,10
S58336597,5,5
S58316290,5,5
S58483468,5,5
S58432880,5,5
S58292814,5,5
S58484164,4,4
S58432883,4,4
S58336586,4,4
S58292611,4,4
S58316287,4,4
S58411012,9,9
S58223442,6,6
S58755806,13,13
S80423158,1,1
S57932222,5,5
S78517786,1,1
S58218187,2,2
S58100151,6,6
S58218216,4,4
S58100150,6,6
S58100149,6,6
S58027495,2,2
S57963451,2,2
S57963452,2,2
S58028156,2,2
S58310087,1,1
S63154457,1,1
S58311367,11,11
S58098004,15,15
S57997915,11,11
S59051388,18,18
S58335869,8,8
S58291339,8,8
S58316277,8,8
S58433039,8,8
S58433020,7,7
S58483444,7,7
S58337248,7,7
S58335982,7,7
S58337613,7,7
S58337605,5,5
S58336000,5,5
S58483439,5,5
S58433017,5,5
S58337310,5,5
S58337609,6,6
S58337309,6,6
S58335991,6,6
S58483438,6,6
S58433018,6,6
S58337245,5,5
S58433019,5,5
S58337604,5,5
S58337611,5,5
S58337311,5,5
S58433015,5,5
S58484158,5,5
S58336049,5,5
S58335989,5,5
S58483440,5,5
S58336590,3,3
S58432878,4,4
S58316294,3,3
S58293054,3,3
S58290606,4,4
S58336599,4,4
S58483486,4,4
S58483460,3,3
S58432882,3,3
S59309005,27,27
S59021565,6,6
S59021564,6,6
S59021563,6,6
S59044055,6,6
S58763917,6,6
S58856638,6,6
S58809324,6,6
S64435594,8,8
S58809295,5,5
S58763929,8,8
S58763941,6,6
S58951228,7,7
S58884909,7,7
S58884910,7,7
S58809391,8,8
S58891811,4,4
S59021506,6,6
S58856631,6,6
S58809475,6,6
S58763852,8,8
S58809310,8,8
S58856646,8,8
S58895145,7,7
S59021507,6,6
S58891787,6,6
S59044075,6,6
S59578223,13,13
S58763770,5,5
S59021505,6,6
S58856652,5,5
S58856632,8,8
S58900629,5,5
S58831600,2,2
S58900628,5,5
S58831599,2,2
S64439601,11,11
S58831733,6,6
S60814476,6,6
S59177420,6,6
S61016977,4,4
S58932500,4,4
S58884920,7,7
S58874208,10,10
S58951226,7,7
S58874209,10,10
S58884919,7,7
S58895141,7,7
S58951238,10,10
S58895158,10,10
S59008332,6,6
S58885057,4,4
S58951207,8,8
S58884984,6,6
S58884985,6,6
S58951212,7,7
S58951222,6,6
S58950208,4,4
S58885059,4,4
S58885002,6,6
S58951218,6,6
S58885035,8,8
S58884961,6,6
S58901592,4,4
S58884962,6,6
S58885027,7,7
S58936008,4,4
S58885036,8,8
S58885026,7,7
S58884983,6,6
S58885001,6,6
S58885028,7,7
S58700145,11,11
S58700143,11,11
S58700144,11,11
S58951204,4,4
S58951214,6,6
S58885037,8,8
S58951157,11,11
S58885003,6,6
S58885058,4,4
S58884963,6,6
S58950806,4,4
S58950935,3,3
S58885080,8,8
S58885070,7,7
S58936015,7,7
S59021582,6,6
S59021583,6,6
S59044059,5,5
S59021621,5,5
S58885073,7,7
S58885078,8,8
S59021631,9,9
S59021577,5,5
S58810138,6,6
S59021630,9,9
S59021575,5,5
S58856609,6,6
S58874205,4,4
S58885071,7,7
S58936007,5,5
S59044040,6,6
S59021576,5,5
S58891427,7,7
S58856619,7,7
S58951038,7,7
S59044061,6,6
S58950903,5,5
S58810118,7,7
S59021612,5,5
S59021619,5,5
S59021610,5,5
S58951223,8,8
S58885079,8,8
S58764012,7,7
S58884954,8,8
S58892114,5,5
S58951200,7,7
S58901700,6,6
S58951241,4,4
S58936016,6,6
S58874222,5,5
S59044042,9,9
S59021632,9,9
S58951198,8,8
S58951233,5,5
S59021611,5,5
S59021584,6,6
S58884952,8,8
S58949978,6,6
S59021601,6,6
S59021600,6,6
S58764043,6,6
S58891960,3,3
S58950211,5,5
S58892371,4,4
S58874204,4,4
S58884953,8,8
S58949980,7,7
S59021598,6,6
S58895164,4,4
S58901675,7,7
S59021620,5,5
S58895150,5,5
S58901549,5,5
S58874221,5,5
S60120869,6,6
S58884972,6,6
S58955373,6,6
S58951220,6,6
S58851521,4,4
S58951249,4,4
S58874168,4,4
S58950313,4,4
S58874174,6,6
S58892502,4,4
S58885264,6,6
S58824912,4,4
S58885261,6,6
S58951169,6,6
S58874169,4,4
S59010805,4,4
S58951245,6,6
S58874175,6,6
S58885262,6,6
S58885242,5,5
S58885243,5,5
S58874176,3,3
S58874177,3,3
S58885244,5,5
S58951244,3,3
S58951175,5,5
S59578889,10,10
S58885232,6,6
S58951171,4,4
S58885234,6,6
S58885233,6,6
S58885250,4,4
S58885252,4,4
S58885251,4,4
S58951178,6,6
S58810125,2,2
S58851525,3,3
S58764019,2,2
S58824920,2,2
S58856616,2,2
S59010791,3,3
S58885283,9,9
S58951164,9,9
S58885277,9,9
S58885279,9,9
S58885316,11,11
S58951158,11,11
S58885297,9,9
S60120868,9,9
S58885318,11,11
S58885317,11,11
S58955374,9,9
S58951161,9,9
S58891660,5,5
S58951030,5,5
S58874206,5,5
S59021523,2,2
S59021552,3,3
S59044092,5,5
S58951239,5,5
S59021521,2,2
S58885090,4,4
S59044076,2,2
S59021558,4,4
S59021553,3,3
S59021522,2,2
S59021560,4,4
S59021559,4,4
S58951195,4,4
S59021551,3,3
S59044054,4,4
S58874207,5,5
S59021481,5,5
S58895161,5,5
S59021479,5,5
S59021480,5,5
S58885088,4,4
S58885089,4,4
S59021492,6,6
S58895169,4,4
S58874171,5,5
S59021466,8,8
S58951243,4,4
S58895148,5,5
S59021457,6,6
S59021459,6,6
S59044090,6,6
S59021491,6,6
S58951232,5,5
S59044093,6,6
S58874172,5,5
S58874196,4,4
S58874195,4,4
S59021468,8,8
S58874233,5,5
S58874232,5,5
S58951247,5,5
S59044091,8,8
S59021458,6,6
S59021490,6,6
S59021465,8,8
S58809477,5,5
S58763966,5,5
S58950054,3,3
S58901617,3,3
S58901642,3,3
S58936011,3,3
S58891534,6,6
S58856626,5,5
S58936013,3,3
S58951034,6,6
S58950053,3,3
S58763906,2,2
S58951179,3,3
S58763826,2,2
S58951181,5,5
S59021530,4,4
S59021531,4,4
S58809302,6,6
S59044077,4,4
S58885206,5,5
S59044079,2,2
S58809319,2,2
S58895156,4,4
S58856614,4,4
S58951193,5,5
S58856648,6,6
S58885104,5,5
S59021537,2,2
S58809290,2,2
S58892575,2,2
S58885204,5,5
S58885215,3,3
S58885216,3,3
S58764031,4,4
S59021535,2,2
S58885103,5,5
S58950309,2,2
S58856657,2,2
S58763716,6,6
S58885102,5,5
S58874210,4,4
S58885205,5,5
S58810136,4,4
S59021536,2,2
S58856642,2,2
S58874211,4,4
S59021529,4,4
S58885217,3,3
S58831635,1,1
S58891736,4,4
S58839240,1,1
S58892185,1,1
S58764052,5,5
S58950902,1,1
S59177423,1,1
S60814523,1,1
S58832058,1,1
S58810410,5,5
S58856607,5,5
S58891617,6,6
S58885113,3,3
S58874150,2,2
S58885111,3,3
S58885112,3,3
S58874149,2,2
S58951189,3,3
S58951031,6,6
S58949975,2,2
S58950933,2,2
S58892038,2,2
S58874146,3,3
S58949988,3,3
S58874147,3,3
S58892319,1,1
S58950808,1,1
S58792833,6,6
S63379764,9,9
S58784696,2,2
S58808913,5,5
S58775208,8,8
S59522982,5,5
S59212711,5,5
S58733307,5,5
S59022892,6,6
S58808977,4,4
S59212320,6,6
S59212738,9,9
S58803713,6,6
S59077526,15,15
S58794065,5,5
S59212589,5,5
S59869234,4,4
S59212430,8,8
S58737455,9,9
S59522977,2,2
S58759840,8,8
S59869210,11,11
S60256566,4,4
S60255157,9,9
S58786219,5,5
S58808915,8,8
S58808891,6,6
S58739754,9,9
S58794782,8,8
S59522980,8,8
S59212428,11,11
S59212673,6,6
S58756878,6,6
S59212296,5,5
S58791430,13,13
S58757645,4,4
S60255121,8,8
S58794880,4,4
S58794838,11,11
S58681611,8,8
S58737454,9,9
S60255195,5,5
S58810451,5,5
S58781083,5,5
S60277463,4,4
S58757035,13,13
S58775155,11,11
S59092957,8,8
S60256510,4,4
S60255083,5,5
S58784352,5,5
S59869212,8,8
S59212483,13,13
S59212461,4,4
S59212541,2,2
S59523033,6,6
S58808952,2,2
S58793707,5,5
S59869256,13,13
S59094644,16,16
S59212610,6,6
S59026231,10,10
S58767039,6,6
S60255173,6,6
S58761935,7,7
S58791453,8,8
S59212637,11,11
S59212415,4,4
S59869251,15,15
S58757025,9,9
S58792082,5,5
S59212642,7,7
S59869249,7,7
S58839241,5,5
S58775330,8,8
S58679499,9,9
S58791451,6,6
S59869246,5,5
S58791419,9,9
S60257030,5,5
S58775365,6,6
S59212478,15,15
S58685459,7,7
S59869257,9,9
S58794909,5,5
S59869193,5,5
S58759751,7,7
S59212624,9,9
S58898827,5,5
S60255147,15,15
S59212480,8,8
S59212484,9,9
S58685077,11,11
S58775269,15,15
S58803809,5,5
S58794895,5,5
S58685041,8,8
S60255164,8,8
S58759998,9,9
S59523040,15,15
S59212472,5,5
S58794824,4,4
S59869254,6,6
S58761903,9,9
S58761923,8,8
S58791447,7,7
S59869200,4,4
S60255175,6,6
S59212404,5,5
S58759782,11,11
S58759839,8,8
S58905140,8,8
S58758085,5,5
S59212481,6,6
S59212635,8,8
S58791456,15,15
S58758159,4,4
S59212476,7,7
S58757271,5,5
S58813375,15,15
S58761928,11,11
S58808881,15,15
S58757252,7,7
S59869253,8,8
S58810878,5,5
S59069206,31,31
S59212526,13,13
S60255125,2,2
S58728917,5,5
S60256517,5,5
S58728936,2,2
S63379752,5,5
S58728836,5,5
S60787108,5,5
S59212586,10,10
S63970121,5,5
S58729166,11,11
S60255187,8,8
S63970059,8,8
S59212787,2,2
S59212779,8,8
S60255123,5,5
S58783630,10,10
S58737936,5,5
S63970202,5,5
S58807437,5,5
S58729282,13,13
S59094717,32,32
S59022894,5,5
S59523037,5,5
S58737935,5,5
S58872893,13,13
S59212676,7,7
S60277467,5,5
S58739678,5,5
S59212788,5,5
S59212786,5,5
S60255133,5,5
S60255155,5,5
S60255085,6,6
S58756698,7,7
S59212726,5,5
S58728774,8,8
S60787101,5,5
S63970146,2,2
S58784800,10,10
S60787104,2,2
S58755528,6,6
S59212259,6,6
S58705365,7,7
S58759859,11,11
S59869170,12,12
S63379807,11,11
S60255212,13,13
S59212322,9,9
S58898829,12,12
S59812379,7,7
S58761906,10,10
S58759979,10,10
S58759943,16,16
S59212765,3,3
S59869189,5,5
S59212686,9,9
S58810891,12,12
S58898814,13,13
S63379790,3,3
S58812333,7,7
S58679409,8,8
S60277460,7,7
S59392197,13,13
S60256501,8,8
S58794914,5,5
S58758090,5,5
S58729063,9,9
S59212245,13,13
S60256737,8,8
S58758074,12,12
S58794014,12,12
S60097396,6,6
S58769250,7,7
S58791435,10,10
S58761899,16,16
S58751547,7,7
S58679465,13,13
S58759977,13,13
S58792733,9,9
S58737512,6,6
S60255111,8,8
S58759997,8,8
S59212625,8,8
S60277462,8,8
S59212479,10,10
S58761914,11,11
S59212636,15,15
S58761925,15,15
S58898822,7,7
S60255160,10,10
S58792016,12,12
S60256507,7,7
S58808897,9,9
S60255202,12,12
S59212829,6,6
S63379803,7,7
S58761904,8,8
S58730301,11,11
S58739721,6,6
S58679487,11,11
S58807225,7,7
S59032303,12,12
S59392199,7,7
S59869231,4,4
S58775306,10,10
S59212739,7,7
S58872932,19,19
S60097384,9,9
S59212831,11,11
S58756586,9,9
S58756235,7,7
S63379754,7,7
S59212771,12,12
S58737513,6,6
S59032309,7,7
S58872938,14,14
S58685055,15,15
S58794921,12,12
S59212627,10,10
S58679419,10,10
S59212403,12,12
S58737434,7,7
S59869252,10,10
S63379760,6,6
S58812454,13,13
S58736725,3,3
S58711136,11,11
S58612288,12,12
S58751574,7,7
S58711137,11,11
S59212620,16,16
S59212724,7,7
S59212776,7,7
S59212534,14,14
S59212408,5,5
S59212248,7,7
S60255167,6,6
S59212533,19,19
S58711100,6,6
S60256568,7,7
S58729373,14,14
S58756240,11,11
S58757687,4,4
S58737845,7,7
S58735937,12,12
S58759786,15,15
S59212630,13,13
S59212632,11,11
S58705275,6,6
S59092939,9,9
S63379769,7,7
S60255103,7,7
S58729327,19,19
S59212708,12,12
S58730309,6,6
S58735405,7,7
S58761912,13,13
S59212727,7,7
S58739685,7,7
S58736494,12,12
S60255190,10,10
S60255208,7,7
S63379810,6,6
S59523031,9,9
S58676008,16,16
S58756242,6,6
S59212457,4,4
S58737433,7,7
S58761588,7,7
S58807369,8,8
S58794864,4,4
S58803777,9,9
S63379797,12,12
S58736726,3,3
S59212735,6,6
S58711101,6,6
S58735406,7,7
S58759986,10,10
S58761898,11,11
S58759946,11,11
S58675381,11,11
S59212619,11,11
S58763198,10,10
S58611094,10,10
S59212615,10,10
S58739712,6,6
S58737476,6,6
S59212737,6,6
S58737557,6,6
S58803773,9,9
S58759978,9,9
S58756891,9,9
S59212629,9,9
S59212321,9,9
S58761911,9,9
S58737477,6,6
S59212734,6,6
S58679435,9,9
S60255143,9,9
S59212672,9,9
S58792795,9,9
S58737556,6,6
S58739745,6,6
S63379791,9,9
S58872883,10,10
S59212524,10,10
S58736707,9,9
S58729183,10,10
S59212766,9,9
S58736708,9,9
S58756714,8,8
S59212675,8,8
S59344691,6,6
S58756626,5,5
S58729652,6,6
S59212681,5,5
S59212429,4,4
S59869211,4,4
S58794776,4,4
S58755546,3,3
S59212271,3,3
S60255091,3,3
S58775180,4,4
S58755521,5,5
S58757497,7,7
S58756911,4,4
S59344694,11,11
S58757634,4,4
S60256554,4,4
S59212674,4,4
S58757761,6,6
S59212255,5,5
S58757363,3,3
S60256747,8,8
S59212588,9,9
S59212659,4,4
S59212266,6,6
S60255115,5,5
S58807383,4,4
S58757525,3,3
S59212662,7,7
S58786216,9,9
S59212665,3,3
S58757713,5,5
S59212670,4,4
S58767153,8,8
S58808992,8,8
S59212606,8,8
S60255110,8,8
S60255166,11,11
S59212655,4,4
S58781130,9,9
S59869230,5,5
S58755540,6,6
S58706440,11,11
S59212650,6,6
S60255086,9,9
S58784350,9,9
S60256514,4,4
S58757662,4,4
S58794862,5,5
S58706538,5,5
S60255113,11,11
S58729022,4,4
S59212660,3,3
S60277465,4,4
S58706706,11,11
S59344692,11,11
S59344693,5,5
S58756865,4,4
S59212455,5,5
S60097383,4,4
S60097415,8,8
S58706163,8,8
S59212719,8,8
S58791418,6,6
S58751570,8,8
S58737136,6,6
S58739709,8,8
S59812380,4,4
S59212728,8,8
S59212485,6,6
S58757017,6,6
S60255114,8,8
S58791416,3,3
S58761581,8,8
S58814411,6,6
S58611305,6,6
S58736821,4,4
S58706610,8,8
S63379758,8,8
S58611300,5,5
S58681754,9,9
S59212753,6,6
S58737829,8,8
S63379782,4,4
S59212486,3,3
S59212761,4,4
S59869259,6,6
S58751551,8,8
S58737830,8,8
S58757007,3,3
S59869260,3,3
S60255156,8,8
S60097411,1,1
S58759699,3,3
S59212741,6,6
S58812962,3,3
S58784651,2,2
S58703303,6,6
S63379780,3,3
S59212760,3,3
S58685022,1,1
S58751557,1,1
S59212576,4,4
S58759689,3,3
S58812994,3,3
S59869242,1,1
S58724414,1,1
S59032252,3,3
S58761902,10,10
S58784750,2,2
S58738091,2,2
S58757927,1,1
S58784802,2,2
S60097413,1,1
S58751556,1,1
S60097390,1,1
S59522983,5,5
S58755641,7,7
S58736987,3,3
S58757355,1,1
S58759993,10,10
S58783576,2,2
S60097388,1,1
S58736988,3,3
S58737068,3,3
S58729118,1,1
S58794767,1,1
S58755983,7,7
S58729735,1,1
S59212587,2,2
S63379779,3,3
S58898816,8,8
S60256744,1,1
S58679509,10,10
S59212468,1,1
S59212547,2,2
S58737052,3,3
S59212247,8,8
S59212623,10,10
S58809004,4,4
S58736913,3,3
S59812381,3,3
S58794892,2,2
S58757265,2,2
S58808979,1,1
S59869206,1,1
S58761568,1,1
S58729103,1,1
S60097387,1,1
S58784333,4,4
S58808910,5,5
S59032212,3,3
S58755930,3,3
S58729748,1,1
S58737392,6,6
S58794884,1,1
S58729110,1,1
S58784785,4,4
S59212758,3,3
S60097391,1,1
S58755938,14,14
S59869247,2,2
S59212716,1,1
S58729095,1,1
S59212422,1,1
S59392195,8,8
S58812415,8,8
S60256767,4,4
S60255161,6,6
S59092945,5,5
S59212473,2,2
S58738221,6,6
S58736470,11,11
S60255177,11,11
S60255148,6,6
S58738509,3,3
S58704960,7,7
S59212424,5,5
S58791445,7,7
S59212482,7,7
S59869207,5,5
S58766974,6,6
S59869208,3,3
S59212525,9,9
S58757906,3,3
S58872929,8,8
S58705153,7,7
S60255200,7,7
S60097398,7,7
S60097395,7,7
S59212607,9,9
S58729313,8,8
S58756563,4,4
S59212281,7,7
S59212426,3,3
S63379798,11,11
S58757918,5,5
S60255168,7,7
S58757041,7,7
S59032305,11,11
S59212275,9,9
S58766858,6,6
S59212689,4,4
S58705620,7,7
S60255191,9,9
S59212612,6,6
S59212531,8,8
S58729145,8,8
S60097394,7,7
S58735886,11,11
S59212611,6,6
S58872890,9,9
S58794766,5,5
S59212282,3,3
S58729215,9,9
S58794775,3,3
S58755549,9,9
S60255158,6,6
S58755559,7,7
S60255112,7,7
S59212772,11,11
S58767066,9,9
S59869255,7,7
S58729009,7,7
S60097382,7,7
S58794873,1,1
S58679514,10,10
S58812358,2,2
S58794907,2,2
S63379806,5,5
S58792924,4,4
S58737346,3,3
S58756493,5,5
S60255174,6,6
S58898828,2,2
S58674658,4,4
S59322217,6,6
S58674763,7,7
S58791441,4,4
S59212502,2,2
S58791377,2,2
S58755669,4,4
S59212754,2,2
S58711146,5,5
S59869250,6,6
S58737076,1,1
S58703300,3,3
S59869240,3,3
S59213497,2,2
S58706957,3,3
S59212250,8,8
S58677715,2,2
S58685128,9,9
S58737329,4,4
S58737975,6,6
S58738290,6,6
S58814413,2,2
S58685180,4,4
S58751552,3,3
S59212280,2,2
S58808776,3,3
S58737094,2,2
S60255153,6,6
S58761900,10,10
S59212535,2,2
S58737332,6,6
S58975841,7,7
S59212477,6,6
S58728971,3,3
S58756526,4,4
S58755681,8,8
S58738252,4,4
S59212743,6,6
S59212621,10,10
S58898820,2,2
S58810880,2,2
S58738317,4,4
S58791450,6,6
S59212717,3,3
S58737319,6,6
S59212254,4,4
S58681623,5,5
S58737976,6,6
S59212725,6,6
S59212651,5,5
S58711147,5,5
S58738229,3,3
S58761931,9,9
S59212465,1,1
S59869165,2,2
S58703291,6,6
S58757246,6,6
S60256768,3,3
S59212709,3,3
S60097410,5,5
S58610671,2,2
S58756513,2,2
S58759851,13,13
S59392196,2,2
S59869272,4,4
S58757379,3,3
S58739668,6,6
S59344696,7,7
S63379751,6,6
S58751816,3,3
S58756239,5,5
S58755517,2,2
S58751565,3,3
S60255186,3,3
S58757991,2,2
S58792069,2,2
S58680246,9,9
S59212742,3,3
S58761940,3,3
S58737203,4,4
S58755443,10,10
S58755502,8,8
S58761572,3,3
S59212747,4,4
S58784730,2,2
S58729688,7,7
S59092946,3,3
S60097376,3,3
S58755558,2,2
S58761551,3,3
S58677714,2,2
S58759776,9,9
S59212640,9,9
S58761918,13,13
S58785745,4,4
S59212832,5,5
S58698863,4,4
S58729825,5,5
S59212633,13,13
S59212749,6,6
S60255149,3,3
S58755786,4,4
S58730297,5,5
S59212751,4,4
S59212500,4,4
S58794888,3,3
S60097408,5,5
S58784722,2,2
S59212466,3,3
S58757729,5,5
S59869239,1,1
S58757638,1,1
S58761932,4,4
S59212246,2,2
S58808969,3,3
S58738309,9,9
S59522973,3,3
S58759763,4,4
S58680331,13,13
S58786870,4,4
S58803710,2,2
S58759987,10,10
S58609640,1,1
S59212330,2,2
S59212253,2,2
S59212757,1,1
S58680245,6,6
